;kostya_file;filename;size;accession;sample;subsample;treatment
2113;EGAF00002340329/22152_8#6.cram;22152_8#6;1.4G;EGAN00001938944;MSM0.111;s2;Benzidine (200 uM)
2114;EGAF00002340133/22217_5#19.cram;22217_5#19;1.5G;EGAN00001938985;MSM0.100;s1;2,6-Dimethylaniline (3,8 mM)
2115;EGAF00002338303/19793_5#6.cram;19793_5#6;5.7G;EGAN00001437467;MSM0.49;s1;AFB1 (0,25 uM) + S9
2116;EGAF00002339039/18962_8#6.cram;18962_8#6;4.3G;EGAN00001437417;MSM0.43;s2;4-ABP (40 uM) + S9
2117;EGAF00002340015/22216_3#2.cram;22216_3#2;1.6G;EGAN00001437344;MSM0.12;s4;DBP (0,0039 uM)
2118;EGAF00002338220/19686_7#6.cram;19686_7#6;5.4G;EGAN00001437458;MSM0.32;s1;Ellipticine (0,125 uM)
2119;EGAF00002339333/22211_1#8.cram;22211_1#8;1.5G;EGAN00001437497;MSM0.55;s3;Furan (100 mM) + S9
2120;EGAF00002338738/20024_6#2.cram;20024_6#2;5.7G;EGAN00001437501;MSM0.56;s5;SSR (1,25 J)
2121;EGAF00002338361/22914_6#14.cram;22914_6#14;2.6G;EGAN00001938994;MSM0.90;s5;PhIP (4 uM) + S9
2122;EGAF00002338675/22216_4#21.cram;22216_4#21;1.4G;EGAN00001939002;MSM0.90;s3;PhIP (4 uM) + S9
2123;EGAF00002340736/22101_3#10.cram;22101_3#10;1.5G;EGAN00001938949;MSM0.105;s1;Acetaldehyde (12 mM)
2124;EGAF00002338456/22216_2#12.cram;22216_2#12;1.4G;EGAN00001437534;MSM0.68;s3;DMS (0,078 mM)
2125;EGAF00002339941/22101_1#16.cram;22101_1#16;1.9G;EGAN00001938950;MSM0.105;s3;Acetaldehyde (12 mM)
2126;EGAF00002339575/16532_3#91.cram;16532_3#91;4.2G;EGAN00001437325;MSM0.1;s2;H2O Control (0,1%)
2127;EGAF00002339211/19221_5#8.cram;19221_5#8;2.9G;EGAN00001437441;MSM0.37;s1;DMSO Control (0,1%) + S9
2128;EGAF00002340136/22217_6#19.cram;22217_6#19;1.5G;EGAN00001938985;MSM0.100;s1;2,6-Dimethylaniline (3,8 mM)
2129;EGAF00002340337/22152_8#14.cram;22152_8#14;1.5G;EGAN00001938965;MSM0.118;s2;DMSO Control (0,5%) + HS9
2130;EGAF00002340029/22914_4#4.cram;22914_4#4;2.3G;EGAN00001939008;MSM0.114;s5;2-Naphthylamine (200 uM) + HS9
2131;EGAF00002339192/22217_3#25.cram;22217_3#25;1.2G;EGAN00001938989;MSM0.98;s2;Nickel (II) chloride (412,5 uM)
2132;EGAF00002338921/22216_7#22.cram;22216_7#22;1.5G;EGAN00001938979;MSM0.87;s2;3-NBA (0,1 uM)
2133;EGAF00002339787/22204_3#4.cram;22204_3#4;1.6G;EGAN00001938970;MSM0.110;s1;DMH (11,6 mM) + S9
2134;EGAF00002340003/22211_6#2.cram;22211_6#2;1.5G;EGAN00001437344;MSM0.12;s4;DBP (0,0039 uM)
2135;EGAF00002339655/22156_7#2.cram;22156_7#2;1.4G;EGAN00001938967;MSM0.103;s1;DBADE (0,109 uM)
2136;EGAF00002338401/16525_4#92.cram;16525_4#92;3.8G;EGAN00001437327;MSM0.3;s1;AAI (1,25 uM)
2137;EGAF00002340244/22746_1#11.cram;22746_1#11;2.6G;EGAN00001938991;MSM0.130;s2;DBC (1,5 uM)
2138;EGAF00002340377/24709_1#4.cram;24709_1#4;6.4G;EGAN00001939036;MSM0.125;s3;Methyleugenol (1,9 mM) + S9
2139;EGAF00002338638/19847_3#9.cram;19847_3#9;4.2G;EGAN00001437487;MSM0.50;s2;1,6-DNP (0,09 uM)
2140;EGAF00002339373/22217_6#21.cram;22217_6#21;1.4G;EGAN00001939002;MSM0.90;s3;PhIP (4 uM) + S9
2141;EGAF00002338230/19793_3#6.cram;19793_3#6;5.6G;EGAN00001437467;MSM0.49;s1;AFB1 (0,25 uM) + S9
2142;EGAF00002338354/22914_5#11.cram;22914_5#11;2.8G;EGAN00001938991;MSM0.130;s2;DBC (1,5 uM)
2143;EGAF00002338544/19847_2#5.cram;19847_2#5;4.1G;EGAN00001437482;MSM0.53;s5;Glycidamide (475 uM)
2144;EGAF00002340333/22152_8#10.cram;22152_8#10;1.3G;EGAN00001938949;MSM0.105;s1;Acetaldehyde (12 mM)
2145;EGAF00002339218/19221_6#6.cram;19221_6#6;3.6G;EGAN00001437452;MSM0.36;s1;Lead (II) acetate (75 uM)
2146;EGAF00002338326/22211_7#13.cram;22211_7#13;1.5G;EGAN00001437526;MSM0.65;s4;MeIQX (300 uM)
2147;EGAF00002339453/22217_7#18.cram;22217_7#18;1.4G;EGAN00001939000;MSM0.93;s2;6-Nitrochrysene (50 uM) + S9
2148;EGAF00002340309/22101_8#3.cram;22101_8#3;1.5G;EGAN00001938956;MSM0.104;s2;Formaldehyde (120 uM)
2149;EGAF00002338178/22417_1#11.cram;22417_1#11;1.3G;EGAN00001437529;MSM0.64;s3;N-Nitrosopyrrolidine (50 mM)
2150;EGAF00002339376/22217_6#24.cram;22217_6#24;1.3G;EGAN00001938988;MSM0.98;s1;Nickel (II) chloride (412,5 uM)
2151;EGAF00002338788/18928_5#3.cram;18928_5#3;3.7G;EGAN00001437415;MSM0.30;s2;Potassium chromate (7,5 uM)
2152;EGAF00002340237/22746_1#4.cram;22746_1#4;2.2G;EGAN00001939008;MSM0.114;s5;2-Naphthylamine (200 uM) + HS9
2153;EGAF00002339016/22217_1#10.cram;22217_1#10;1.5G;EGAN00001437520;MSM0.63;s3;Propylene oxide (10 mM)
2154;EGAF00002338912/20627_3.cram;20627_3;32G;EGAN00001437365;MSM0.7;s6;Cisplatin (3,125 uM)
2155;EGAF00002340299/22101_7#17.cram;22101_7#17;1.6G;EGAN00001938952;MSM0.122;s1;MX (7 uM) + S9
2156;EGAF00002339695/22152_1#21.cram;22152_1#21;1.6G;EGAN00001938959;MSM0.127;s2;MeOH Control (4,3%) + S9
2157;EGAF00002340007/22211_7#19.cram;22211_7#19;1.4G;EGAN00001938985;MSM0.100;s1;2,6-Dimethylaniline (3,8 mM)
2158;EGAF00002339983/22152_4#17.cram;22152_4#17;1.3G;EGAN00001938952;MSM0.122;s1;MX (7 uM) + S9
2159;EGAF00002338563/22216_3#11.cram;22216_3#11;1.4G;EGAN00001437529;MSM0.64;s3;N-Nitrosopyrrolidine (50 mM)
2160;EGAF00002339080/21826_2.cram;21826_2;33G;EGAN00001938879;MSM0.81;s2;2-Nitrotoluene (4,6 mM) + S9
2161;EGAF00002340255/22746_2#11.cram;22746_2#11;2.7G;EGAN00001938991;MSM0.130;s2;DBC (1,5 uM)
2162;EGAF00002339099/22217_2#11.cram;22217_2#11;1.3G;EGAN00001437529;MSM0.64;s3;N-Nitrosopyrrolidine (50 mM)
2163;EGAF00002339979/22152_4#13.cram;22152_4#13;1.5G;EGAN00001938958;MSM0.127;s1;MeOH Control (4,3%) + S9
2164;EGAF00002338381/16224_8.cram;16224_8;46G;EGAN00001437319;MSM0.4;s2;DMSO Control (0,68%)
2165;EGAF00002338372/23031_5#3.cram;23031_5#3;9.2G;EGAN00001938922;MSM0.92;s3;BaP (2 uM) + S9
2166;EGAF00002338686/17219_1.cram;17219_1;34G;EGAN00001437346;MSM0.9;s3;DMSO Control (0,1%)
2167;EGAF00002339364/22217_6#10.cram;22217_6#10;1.5G;EGAN00001437520;MSM0.63;s3;Propylene oxide (10 mM)
2168;EGAF00002339543/22416_6#3.cram;22416_6#3;13G;EGAN00001939005;MSM0.44;s4;PhIP (3 uM) + S9
2169;EGAF00002339369/22217_6#15.cram;22217_6#15;1.5G;EGAN00001437541;MSM0.74;s3;DBAC (5 uM) + S9
2170;EGAF00002340286/24464_7#2.cram;24464_7#2;13G;EGAN00001939032;MSM0.129;s3;Media Control + S9
2171;EGAF00002339868/22101_1#1.cram;22101_1#1;1.5G;EGAN00001938973;MSM0.119;s1;DMSO Control (0,5%) + S9
2172;EGAF00002339237/19221_8#7.cram;19221_8#7;3.0G;EGAN00001437453;MSM0.36;s2;Lead (II) acetate (75 uM)
2173;EGAF00002338468/23125_7#4.cram;23125_7#4;8.3G;EGAN00001938927;MSM0.72;s3;Carboplatin (5 uM)
2174;EGAF00002339813/22914_3#1.cram;22914_3#1;2.2G;EGAN00001938995;MSM0.121;s3;2-Naphthylamine (200 uM)
2175;EGAF00002340288/22101_7#6.cram;22101_7#6;1.6G;EGAN00001938944;MSM0.111;s2;Benzidine (200 uM)
2176;EGAF00002339879/22101_1#12.cram;22101_1#12;1.7G;EGAN00001938947;MSM0.108;s3;MNNG (0,75 uM)
2177;EGAF00002339898/22152_3#14.cram;22152_3#14;1.5G;EGAN00001938965;MSM0.118;s2;DMSO Control (0,5%) + HS9
2178;EGAF00002340462/22746_5#11.cram;22746_5#11;2.6G;EGAN00001938991;MSM0.130;s2;DBC (1,5 uM)
2179;EGAF00002340501/24712_7#1.cram;24712_7#1;6.4G;EGAN00001939033;MSM0.124;s3;Methyleugenol (1,25 mM)
2180;EGAF00002338855/22216_7#13.cram;22216_7#13;1.6G;EGAN00001437526;MSM0.65;s4;MeIQX (300 uM)
2181;EGAF00002338588/23824_7#6.cram;23824_7#6;6.6G;EGAN00001939024;MSM0.132;s3;DBP (0,0313 uM) + S9
2182;EGAF00002340468/22746_6#6.cram;22746_6#6;2.5G;EGAN00001939010;MSM0.123;s2;Semustine (700 uM) + S9
2183;EGAF00002338180/22417_1#13.cram;22417_1#13;1.5G;EGAN00001437526;MSM0.65;s4;MeIQX (300 uM)
2184;EGAF00002338786/18928_5#1.cram;18928_5#1;3.8G;EGAN00001437410;MSM0.29;s1;1-Nitropyrene (1,75 uM) + S9
2185;EGAF00002339272/22217_4#24.cram;22217_4#24;1.3G;EGAN00001938988;MSM0.98;s1;Nickel (II) chloride (412,5 uM)
2186;EGAF00002338698/17750_7#12.cram;17750_7#12;2.7G;EGAN00001437331;MSM0.15;s3;Mitomycin C (0,313 uM)
2187;EGAF00002339462/22217_8#4.cram;22217_8#4;1.6G;EGAN00001437454;MSM0.36;s3;Lead (II) acetate (75 uM)
2188;EGAF00002339560/16520_3#91.cram;16520_3#91;4.1G;EGAN00001437325;MSM0.1;s2;H2O Control (0,1%)
2189;EGAF00002339597/22152_1#10.cram;22152_1#10;1.3G;EGAN00001938949;MSM0.105;s1;Acetaldehyde (12 mM)
2190;EGAF00002340265/24207_8#1.cram;24207_8#1;11G;EGAN00001939025;MSM0.128;s2;Media Control
2191;EGAF00002338951/18962_5#1.cram;18962_5#1;4.4G;EGAN00001437410;MSM0.29;s1;1-Nitropyrene (1,75 uM) + S9
2192;EGAF00002339735/22156_7#24.cram;22156_7#24;1.4G;EGAN00001938955;MSM0.104;s1;Formaldehyde (120 uM)
2193;EGAF00002339022/22217_1#16.cram;22217_1#16;1.5G;EGAN00001938983;MSM0.83;s2;Cisplatin (12,5 uM)
2194;EGAF00002338729/20024_4#5.cram;20024_4#5;5.0G;EGAN00001437498;MSM0.59;s2;Olaparib (0,625 uM)
2195;EGAF00002339990/22152_4#24.cram;22152_4#24;1.3G;EGAN00001938955;MSM0.104;s1;Formaldehyde (120 uM)
2196;EGAF00002339409/19227_3#9.cram;19227_3#9;3.3G;EGAN00001437442;MSM0.37;s2;DMSO Control (0,1%) + S9
2197;EGAF00002339260/22210_2#16.cram;22210_2#16;1.4G;EGAN00001938983;MSM0.83;s2;Cisplatin (12,5 uM)
2198;EGAF00002340362/22746_4#9.cram;22746_4#9;2.5G;EGAN00001939007;MSM0.114;s2;2-Naphthylamine (200 uM) + HS9
2199;EGAF00002339180/22210_1#17.cram;22210_1#17;1.7G;EGAN00001938999;MSM0.93;s1;6-Nitrochrysene (50 uM) + S9
2200;EGAF00002339199/22217_4#7.cram;22217_4#7;1.5G;EGAN00001437494;MSM0.58;s6;AAII (37,5 uM)
2201;EGAF00002339147/19190_6#4.cram;19190_6#4;9.0G;EGAN00001437408;MSM0.35;s1;Potassium bromate (260 uM)
2202;EGAF00002340502/24712_7#2.cram;24712_7#2;6.4G;EGAN00001939034;MSM0.125;s1;Methyleugenol (1,9 mM) + S9
2203;EGAF00002338152/22211_4#25.cram;22211_4#25;1.2G;EGAN00001938989;MSM0.98;s2;Nickel (II) chloride (412,5 uM)
2204;EGAF00002338233/19793_4#2.cram;19793_4#2;5.1G;EGAN00001437462;MSM0.24;s3;ENU (400 uM)
2205;EGAF00002339430/22211_2#26.cram;22211_2#26;1.3G;EGAN00001938982;MSM0.83;s1;Cisplatin (12,5 uM)
2206;EGAF00002338417/19846_4#6.cram;19846_4#6;4.8G;EGAN00001437483;MSM0.46;s1;Cobalt (II) chloride (250 uM)
2207;EGAF00002338743/20024_7#1.cram;20024_7#1;5.0G;EGAN00001437500;MSM0.56;s4;SSR (1,25 J)
2208;EGAF00002339643/22156_6#14.cram;22156_6#14;1.6G;EGAN00001938965;MSM0.118;s2;DMSO Control (0,5%) + HS9
2209;EGAF00002338134/19684_6#2.cram;19684_6#2;5.9G;EGAN00001437471;MSM0.48;s2;Camptothecin (0,0063 uM)
2210;EGAF00002339863/22100_3#20.cram;22100_3#20;1.7G;EGAN00001938943;MSM0.111;s1;Benzidine (200 uM)
2211;EGAF00002340047/22914_6#2.cram;22914_6#2;2.5G;EGAN00001938996;MSM0.121;s4;2-Naphthylamine (200 uM)
2212;EGAF00002339267/22210_2#25.cram;22210_2#25;1.2G;EGAN00001938989;MSM0.98;s2;Nickel (II) chloride (412,5 uM)
2213;EGAF00002338498/16532_7#95.cram;16532_7#95;3.5G;EGAN00001437331;MSM0.15;s3;Mitomycin C (0,313 uM)
2214;EGAF00002340028/22914_4#3.cram;22914_4#3;2.4G;EGAN00001938997;MSM0.121;s5;2-Naphthylamine (200 uM)
2215;EGAF00002339135/19056_5#8.cram;19056_5#8;4.3G;EGAN00001437426;MSM0.44;s2;PhIP (3 uM) + S9
2216;EGAF00002339441/22211_3#12.cram;22211_3#12;1.4G;EGAN00001437534;MSM0.68;s3;DMS (0,078 mM)
2217;EGAF00002338736/20024_5#6.cram;20024_5#6;5.0G;EGAN00001437507;MSM0.57;s2;Acrolein (5 uM)
2218;EGAF00002338977/20628_2.cram;20628_2;31G;EGAN00001437444;MSM0.31;s5;Styrene oxide (75 uM)
2219;EGAF00002339250/22210_2#6.cram;22210_2#6;1.3G;EGAN00001437491;MSM0.53;s6;Glycidamide (475 uM)
2220;EGAF00002338630/19847_3#1.cram;19847_3#1;4.4G;EGAN00001437477;MSM0.52;s1;Acrylamide (9,5 mM) + S9
2221;EGAF00002340373/22746_5#9.cram;22746_5#9;2.5G;EGAN00001939007;MSM0.114;s2;2-Naphthylamine (200 uM) + HS9
2222;EGAF00002339507/22211_3#22.cram;22211_3#22;1.5G;EGAN00001938979;MSM0.87;s2;3-NBA (0,1 uM)
2223;EGAF00002339214/19221_5#11.cram;19221_5#11;3.3G;EGAN00001437445;MSM0.41;s2;Ellipticine (0,375 uM) + S9
2224;EGAF00002338243/22211_6#12.cram;22211_6#12;1.4G;EGAN00001437534;MSM0.68;s3;DMS (0,078 mM)
2225;EGAF00002340011/22211_8#20.cram;22211_8#20;1.4G;EGAN00001938986;MSM0.100;s2;2,6-Dimethylaniline (3,8 mM)
2226;EGAF00002339683/22100_1#21.cram;22100_1#21;1.8G;EGAN00001938959;MSM0.127;s2;MeOH Control (4,3%) + S9
2227;EGAF00002340289/22101_7#7.cram;22101_7#7;1.7G;EGAN00001938953;MSM0.122;s2;MX (7 uM) + S9
2228;EGAF00002339338/22211_1#13.cram;22211_1#13;1.6G;EGAN00001437526;MSM0.65;s4;MeIQX (300 uM)
2229;EGAF00002340161/23031_8#3.cram;23031_8#3;11G;EGAN00001938954;MSM0.122;s4;MX (7 uM) + S9
2230;EGAF00002338784/18928_4#7.cram;18928_4#7;4.2G;EGAN00001437430;MSM0.39;s1;Lead (II) nitrate (88 uM)
2231;EGAF00002338702/17774_3.cram;17774_3;32G;EGAN00001437372;MSM0.19;s1;H2O2 (24,5 uM)
2232;EGAF00002339202/22217_4#10.cram;22217_4#10;1.4G;EGAN00001437520;MSM0.63;s3;Propylene oxide (10 mM)
2233;EGAF00002339225/19221_7#4.cram;19221_7#4;3.2G;EGAN00001437448;MSM0.31;s6;Styrene oxide (75 uM)
2234;EGAF00002338917/20627_8.cram;20627_8;35G;EGAN00001437421;MSM0.42;s3;DBA (75 uM) + S9
2235;EGAF00002338509/16534_6#94.cram;16534_6#94;3.6G;EGAN00001437330;MSM0.15;s1;Mitomycin C (0,313 uM)
2236;EGAF00002338958/18962_5#8.cram;18962_5#8;4.8G;EGAN00001437431;MSM0.39;s2;Lead (II) nitrate (88 uM)
2237;EGAF00002338415/19846_4#4.cram;19846_4#4;4.6G;EGAN00001437480;MSM0.51;s2;Catechol (5,5 uM)
2238;EGAF00002338746/22216_5#8.cram;22216_5#8;1.4G;EGAN00001437497;MSM0.55;s3;Furan (100 mM) + S9
2239;EGAF00002338987/21068_8.cram;21068_8;42G;EGAN00001437400;MSM0.26;s3;BaP (0,39 uM) + S9
2240;EGAF00002338172/22211_5#22.cram;22211_5#22;1.5G;EGAN00001938979;MSM0.87;s2;3-NBA (0,1 uM)
2241;EGAF00002338244/22211_6#13.cram;22211_6#13;1.6G;EGAN00001437526;MSM0.65;s4;MeIQX (300 uM)
2242;EGAF00002339944/22101_1#19.cram;22101_1#19;1.6G;EGAN00001938974;MSM0.119;s2;DMSO Control (0,5%) + S9
2243;EGAF00002340096/22152_5#19.cram;22152_5#19;1.3G;EGAN00001938974;MSM0.119;s2;DMSO Control (0,5%) + S9
2244;EGAF00002339246/22210_2#1.cram;22210_2#1;1.7G;EGAN00001437335;MSM0.15;s2;Mitomycin C (0,313 uM)
2245;EGAF00002338385/16520_6#94.cram;16520_6#94;3.7G;EGAN00001437330;MSM0.15;s1;Mitomycin C (0,313 uM)
2246;EGAF00002339178/22210_1#15.cram;22210_1#15;1.5G;EGAN00001437541;MSM0.74;s3;DBAC (5 uM) + S9
2247;EGAF00002338699/17750_8#11.cram;17750_8#11;2.9G;EGAN00001437321;MSM0.2;s1;BPDE (0,125 uM)
2248;EGAF00002338291/22914_4#11.cram;22914_4#11;2.8G;EGAN00001938991;MSM0.130;s2;DBC (1,5 uM)
2249;EGAF00002338176/22211_5#26.cram;22211_5#26;1.3G;EGAN00001938982;MSM0.83;s1;Cisplatin (12,5 uM)
2250;EGAF00002340452/22156_5#18.cram;22156_5#18;1.4G;EGAN00001938977;MSM0.107;s2;2,6-Dimethylaniline (11 mM) + S9
2251;EGAF00002338530/19846_7#9.cram;19846_7#9;4.2G;EGAN00001437487;MSM0.50;s2;1,6-DNP (0,09 uM)
2252;EGAF00002339044/19041_6#3.cram;19041_6#3;8.8G;EGAN00001437407;MSM0.33;s2;Bleomycin (0,188 uM)
2253;EGAF00002339784/22204_3#1.cram;22204_3#1;1.6G;EGAN00001938973;MSM0.119;s1;DMSO Control (0,5%) + S9
2254;EGAF00002338148/19685_6#5.cram;19685_6#5;4.7G;EGAN00001437456;MSM0.32;s5;Ellipticine (0,125 uM)
2255;EGAF00002338794/18928_6#1.cram;18928_6#1;4.2G;EGAN00001437422;MSM0.40;s1;6-Nitrochrysene (0,78 uM)
2256;EGAF00002339359/22217_6#5.cram;22217_6#5;1.5G;EGAN00001437488;MSM0.50;s3;1,6-DNP (0,09 uM)
2257;EGAF00002339268/22210_2#26.cram;22210_2#26;1.3G;EGAN00001938982;MSM0.83;s1;Cisplatin (12,5 uM)
2258;EGAF00002339242/22210_1#23.cram;22210_1#23;1.2G;EGAN00001938980;MSM0.87;s3;3-NBA (0,1 uM)
2259;EGAF00002338308/19793_6#4.cram;19793_6#4;6.6G;EGAN00001437474;MSM0.47;s3;MMS (100 uM)
2260;EGAF00002340158/23031_7#3.cram;23031_7#3;11G;EGAN00001938954;MSM0.122;s4;MX (7 uM) + S9
2261;EGAF00002339157/21898_3.cram;21898_3;33G;EGAN00001938931;MSM0.113;s1;2-Naphthylamine (400 uM) + S9
2262;EGAF00002338948/18962_4#6.cram;18962_4#6;4.6G;EGAN00001437429;MSM0.38;s3;1,4-Benzoquinone (5 uM)
2263;EGAF00002338540/19847_2#1.cram;19847_2#1;4.4G;EGAN00001437477;MSM0.52;s1;Acrylamide (9,5 mM) + S9
2264;EGAF00002339259/22210_2#15.cram;22210_2#15;1.5G;EGAN00001437541;MSM0.74;s3;DBAC (5 uM) + S9
2265;EGAF00002338465/23125_7#1.cram;23125_7#1;7.7G;EGAN00001938898;MSM0.96;s3;DBPDE (0,000625 uM)
2266;EGAF00002338413/19846_4#2.cram;19846_4#2;4.5G;EGAN00001437478;MSM0.52;s2;Acrylamide (9,5 mM) + S9
2267;EGAF00002339529/22211_4#21.cram;22211_4#21;1.4G;EGAN00001939002;MSM0.90;s3;PhIP (4 uM) + S9
2268;EGAF00002338322/22211_7#9.cram;22211_7#9;1.5G;EGAN00001437502;MSM0.56;s6;SSR (1,25 J)
2269;EGAF00002339399/19227_2#8.cram;19227_2#8;2.9G;EGAN00001437441;MSM0.37;s1;DMSO Control (0,1%) + S9
2270;EGAF00002338242/22211_6#11.cram;22211_6#11;1.4G;EGAN00001437529;MSM0.64;s3;N-Nitrosopyrrolidine (50 mM)
2271;EGAF00002339426/22211_2#22.cram;22211_2#22;1.5G;EGAN00001938979;MSM0.87;s2;3-NBA (0,1 uM)
2272;EGAF00002339589/22152_1#2.cram;22152_1#2;1.3G;EGAN00001938967;MSM0.103;s1;DBADE (0,109 uM)
2273;EGAF00002339843/22100_2#24.cram;22100_2#24;1.6G;EGAN00001938955;MSM0.104;s1;Formaldehyde (120 uM)
2274;EGAF00002339247/22210_2#3.cram;22210_2#3;1.4G;EGAN00001437347;MSM0.9;s6;DMSO Control (0,1%)
2275;EGAF00002339130/19056_5#2.cram;19056_5#2;4.5G;EGAN00001437423;MSM0.40;s2;6-Nitrochrysene (0,78 uM)
2276;EGAF00002339517/22211_4#7.cram;22211_4#7;1.5G;EGAN00001437494;MSM0.58;s6;AAII (37,5 uM)
2277;EGAF00002340347/22746_3#5.cram;22746_3#5;2.4G;EGAN00001939009;MSM0.123;s1;Semustine (700 uM) + S9
2278;EGAF00002338800/18928_6#7.cram;18928_6#7;3.3G;EGAN00001437425;MSM0.44;s1;PhIP (3 uM) + S9
2279;EGAF00002339387/19226_8#5.cram;19226_8#5;3.3G;EGAN00001437449;MSM0.35;s3;Potassium bromate (260 uM)
2280;EGAF00002340256/22746_3#1.cram;22746_3#1;2.1G;EGAN00001938995;MSM0.121;s3;2-Naphthylamine (200 uM)
2281;EGAF00002339414/22211_2#8.cram;22211_2#8;1.4G;EGAN00001437497;MSM0.55;s3;Furan (100 mM) + S9
2282;EGAF00002338222/19686_8#5.cram;19686_8#5;4.8G;EGAN00001437456;MSM0.32;s5;Ellipticine (0,125 uM)
2283;EGAF00002338943/22216_8#21.cram;22216_8#21;1.4G;EGAN00001939002;MSM0.90;s3;PhIP (4 uM) + S9
2284;EGAF00002338682/22216_5#3.cram;22216_5#3;1.5G;EGAN00001437347;MSM0.9;s6;DMSO Control (0,1%)
2285;EGAF00002339255/22210_2#11.cram;22210_2#11;1.3G;EGAN00001437529;MSM0.64;s3;N-Nitrosopyrrolidine (50 mM)
2286;EGAF00002338749/22216_5#11.cram;22216_5#11;1.3G;EGAN00001437529;MSM0.64;s3;N-Nitrosopyrrolidine (50 mM)
2287;EGAF00002340132/22217_5#2.cram;22217_5#2;1.5G;EGAN00001437344;MSM0.12;s4;DBP (0,0039 uM)
2288;EGAF00002340737/22101_3#11.cram;22101_3#11;1.4G;EGAN00001938962;MSM0.101;s2;Cyclophosphamide (60 uM) + S9
2289;EGAF00002340460/22156_6#2.cram;22156_6#2;1.4G;EGAN00001938967;MSM0.103;s1;DBADE (0,109 uM)
2290;EGAF00002338132/19684_5#7.cram;19684_5#7;5.4G;EGAN00001437468;MSM0.49;s2;AFB1 (0,25 uM) + S9
2291;EGAF00002339119/22217_3#8.cram;22217_3#8;1.4G;EGAN00001437497;MSM0.55;s3;Furan (100 mM) + S9
2292;EGAF00002339212/19221_5#9.cram;19221_5#9;3.2G;EGAN00001437442;MSM0.37;s2;DMSO Control (0,1%) + S9
2293;EGAF00002339314/19226_6#8.cram;19226_6#8;2.7G;EGAN00001437441;MSM0.37;s1;DMSO Control (0,1%) + S9
2294;EGAF00002339243/22210_1#24.cram;22210_1#24;1.3G;EGAN00001938988;MSM0.98;s1;Nickel (II) chloride (412,5 uM)
2295;EGAF00002339003/21235_5.cram;21235_5;31G;EGAN00001437546;MSM0.71;s1;Gamma irradiation (2 Gray)
2296;EGAF00002340351/22746_3#9.cram;22746_3#9;2.5G;EGAN00001939007;MSM0.114;s2;2-Naphthylamine (200 uM) + HS9
2297;EGAF00002340128/22217_3#20.cram;22217_3#20;1.5G;EGAN00001938986;MSM0.100;s2;2,6-Dimethylaniline (3,8 mM)
2298;EGAF00002339166/22210_1#3.cram;22210_1#3;1.4G;EGAN00001437347;MSM0.9;s6;DMSO Control (0,1%)
2299;EGAF00002338320/19846_3#4.cram;19846_3#4;4.7G;EGAN00001437480;MSM0.51;s2;Catechol (5,5 uM)
2300;EGAF00002338232/19793_4#1.cram;19793_4#1;4.8G;EGAN00001437460;MSM0.45;s2;H2O Control (0,1%)
2301;EGAF00002339615/16544_8#96.cram;16544_8#96;3.5G;EGAN00001437332;MSM0.10;s1;Melphalan (1,5 uM)
2302;EGAF00002340055/22914_6#10.cram;22914_6#10;2.7G;EGAN00001938990;MSM0.130;s1;DBC (1,5 uM)
2303;EGAF00002339512/22211_4#1.cram;22211_4#1;1.8G;EGAN00001437335;MSM0.15;s2;Mitomycin C (0,313 uM)
2304;EGAF00002339610/16543_2#90.cram;16543_2#90;5.2G;EGAN00001437324;MSM0.1;s1;H2O Control (0,1%)
2305;EGAF00002339032/22217_2#3.cram;22217_2#3;1.4G;EGAN00001437347;MSM0.9;s6;DMSO Control (0,1%)
2306;EGAF00002338476/23130_8#3.cram;23130_8#3;12G;EGAN00001938984;MSM0.83;s3;Cisplatin (12,5 uM)
2307;EGAF00002338796/18928_6#3.cram;18928_6#3;3.9G;EGAN00001437419;MSM0.42;s1;DBA (75 uM) + S9
2308;EGAF00002338382/16520_1#89.cram;16520_1#89;4.6G;EGAN00001437322;MSM0.2;s2;BPDE (0,125 uM)
2309;EGAF00002339480/19296_8#2.cram;19296_8#2;3.8G;EGAN00001437411;MSM0.29;s2;1-Nitropyrene (1,75 uM) + S9
2310;EGAF00002339427/22211_2#23.cram;22211_2#23;1.2G;EGAN00001938980;MSM0.87;s3;3-NBA (0,1 uM)
2311;EGAF00002339603/22152_1#16.cram;22152_1#16;1.7G;EGAN00001938950;MSM0.105;s3;Acetaldehyde (12 mM)
2312;EGAF00002339310/19226_6#4.cram;19226_6#4;3.3G;EGAN00001437448;MSM0.31;s6;Styrene oxide (75 uM)
2313;EGAF00002338811/20025_4#5.cram;20025_4#5;5.1G;EGAN00001437498;MSM0.59;s2;Olaparib (0,625 uM)
2314;EGAF00002339506/22211_3#21.cram;22211_3#21;1.4G;EGAN00001939002;MSM0.90;s3;PhIP (4 uM) + S9
2315;EGAF00002340077/22101_5#17.cram;22101_5#17;1.6G;EGAN00001938952;MSM0.122;s1;MX (7 uM) + S9
2316;EGAF00002338170/22211_5#18.cram;22211_5#18;1.4G;EGAN00001939000;MSM0.93;s2;6-Nitrochrysene (50 uM) + S9
2317;EGAF00002339857/22100_3#14.cram;22100_3#14;1.8G;EGAN00001938965;MSM0.118;s2;DMSO Control (0,5%) + HS9
2318;EGAF00002338462/23125_6#2.cram;23125_6#2;8.1G;EGAN00001938904;MSM0.97;s3;2-Nitrofluorene (40 uM)
